! Anritsu VNA Master:             	Model: MS2036C/10/77
! SN:             	1601066
! /bd0/18may23.rg316.s11.pre.field/18may23.24.balun/20m.cable.txt
! Existing Calibration Information:
! TYPE:             	Current Settings	Active Cal Settings
! TIME:             	05/23/2018 05:17:57 PM	05/23/2018 05:06:53 PM
! INTERNAL TEMP:    	47.0 C	47.3 C
! # POINTS:         	500	500
! START FREQ:       	20.000 MHz	20.000 MHz
! STOP FREQ:        	120.000 MHz	120.000 MHz
! SOURCE POWER:     	High	High
! IFBW:             	50 Hz	50 Hz
! AVG FACTOR:       	  1 	  1 
! REF PLANE 1:      	0 mm	0 mm
! REF PLANE 2:      	0 mm	0 mm
! CAL TYPE:         	Full 2 Port	Full 2 Port
! CAL METHOD:       	SOLT	SOLT
! CAL LINE TYPE:    	Coax	Coax
! DUT PORT 1:       	K-Conn(M)	K-Conn(M)
! DUT PORT 2:       	K-Conn(M)	K-Conn(M)
! CAL STATUS:       	OK: Accuracy High	--
! PROP-V:       	0.700
! CABLE LOSS:       	0.000 dB/m
! REF IMPEDANCE:       	50.0
! Trace Specific Parameters:	TR1	TR2	TR3	TR4
! TRACE.#.Y (GRAPH TYPE)	REAL IMPEDANCE	IMAGINARY IMPEDANCE	LOG MAG	REAL
! TRACE.#.X 	FREQ.GHZ	FREQ.GHZ	FREQ.GHZ	FREQ.GHZ
! S-PARAMETER	S11	S11	S21	S21
! SMOOTH/APERTURE %	0	0	0	0
! WINDOW	NSL	NSL	NSL	NSL
! GATING	OFF	OFF	OFF	OFF
! FGTD	OFF	OFF	OFF	OFF
Marker Information per Trace:	TR1	TR2	TR3	TR4
!MK1	--	--	--	--
!MK2	--	--	--	--
!MK3	--	--	--	--
!MK4	--	--	--	--
!MK5	--	--	--	--
!MK6	--	--	--	--
!MK7	--	--	--	--
!MK8	--	--	--	--
PNT	TR1.FREQ.GHZ	TR1.REAL IMPEDANCE.ohm	TR2.FREQ.GHZ	TR2.IMAGINARY IMPEDANCE.ohm	TR3.FREQ.GHZ	TR3.LOG MAG.dB	TR4.FREQ.GHZ	TR4.REAL
107	  0.041242484	4.942000E+01	  0.041242484	5.900000E-01	  0.041242484	-1.448000E+00	  0.041242484	7.460000E-01
108	  0.041442886	4.949200E+01	  0.041442886	5.860000E-01	  0.041442886	-1.453000E+00	  0.041442886	7.880000E-01
109	  0.041643288	4.954700E+01	  0.041643288	5.690000E-01	  0.041643288	-1.455000E+00	  0.041643288	8.190000E-01
110	  0.041843686	4.959200E+01	  0.041843686	5.500000E-01	  0.041843686	-1.461000E+00	  0.041843686	8.370000E-01
111	  0.042044088	4.963300E+01	  0.042044088	5.210000E-01	  0.042044088	-1.463000E+00	  0.042044088	8.440000E-01
112	  0.042244490	4.967800E+01	  0.042244490	4.860000E-01	  0.042244490	-1.467000E+00	  0.042244490	8.390000E-01
113	  0.042444889	4.968100E+01	  0.042444889	4.440000E-01	  0.042444889	-1.471000E+00	  0.042444889	8.220000E-01
114	  0.042645290	4.968900E+01	  0.042645290	4.170000E-01	  0.042645290	-1.474000E+00	  0.042645290	7.930000E-01
115	  0.042845692	4.967400E+01	  0.042845692	3.870000E-01	  0.042845692	-1.479000E+00	  0.042845692	7.530000E-01
116	  0.043046094	4.967300E+01	  0.043046094	3.580000E-01	  0.043046094	-1.482000E+00	  0.043046094	7.030000E-01
117	  0.043246493	4.966200E+01	  0.043246493	3.430000E-01	  0.043246493	-1.486000E+00	  0.043246493	6.420000E-01
118	  0.043446895	4.965200E+01	  0.043446895	3.400000E-01	  0.043446895	-1.490000E+00	  0.043446895	5.730000E-01
119	  0.043647297	4.963100E+01	  0.043647297	3.510000E-01	  0.043647297	-1.494000E+00	  0.043647297	4.950000E-01
120	  0.043847695	4.960600E+01	  0.043847695	3.590000E-01	  0.043847695	-1.499000E+00	  0.043847695	4.100000E-01
121	  0.044048097	4.958400E+01	  0.044048097	3.780000E-01	  0.044048097	-1.502000E+00	  0.044048097	3.190000E-01
122	  0.044248499	4.957800E+01	  0.044248499	4.070000E-01	  0.044248499	-1.505000E+00	  0.044248499	2.240000E-01
123	  0.044448901	4.958500E+01	  0.044448901	4.410000E-01	  0.044448901	-1.508000E+00	  0.044448901	1.260000E-01
124	  0.044649299	4.959200E+01	  0.044649299	4.600000E-01	  0.044649299	-1.511000E+00	  0.044649299	2.600000E-02
125	  0.044849701	4.961900E+01	  0.044849701	4.950000E-01	  0.044849701	-1.515000E+00	  0.044849701	-7.300000E-02
126	  0.045050103	4.964500E+01	  0.045050103	5.240000E-01	  0.045050103	-1.518000E+00	  0.045050103	-1.720000E-01
127	  0.045250501	4.967400E+01	  0.045250501	5.290000E-01	  0.045250501	-1.523000E+00	  0.045250501	-2.680000E-01
128	  0.045450903	4.971000E+01	  0.045450903	5.420000E-01	  0.045450903	-1.527000E+00	  0.045450903	-3.610000E-01
129	  0.045651305	4.977000E+01	  0.045651305	5.500000E-01	  0.045651305	-1.531000E+00	  0.045651305	-4.480000E-01
130	  0.045851704	4.981800E+01	  0.045851704	5.280000E-01	  0.045851704	-1.535000E+00	  0.045851704	-5.290000E-01
131	  0.046052106	4.986400E+01	  0.046052106	5.220000E-01	  0.046052106	-1.538000E+00	  0.046052106	-6.020000E-01
132	  0.046252504	4.991000E+01	  0.046252504	4.880000E-01	  0.046252504	-1.542000E+00	  0.046252504	-6.670000E-01
133	  0.046452906	4.994900E+01	  0.046452906	4.330000E-01	  0.046452906	-1.545000E+00	  0.046452906	-7.220000E-01
134	  0.046653304	4.997900E+01	  0.046653304	3.830000E-01	  0.046653304	-1.547000E+00	  0.046653304	-7.670000E-01
135	  0.046853706	4.999400E+01	  0.046853706	3.250000E-01	  0.046853706	-1.549000E+00	  0.046853706	-8.010000E-01
136	  0.047054108	5.000800E+01	  0.047054108	2.560000E-01	  0.047054108	-1.551000E+00	  0.047054108	-8.240000E-01
137	  0.047254506	4.999300E+01	  0.047254506	1.820000E-01	  0.047254506	-1.555000E+00	  0.047254506	-8.340000E-01
138	  0.047454908	4.995100E+01	  0.047454908	1.250000E-01	  0.047454908	-1.559000E+00	  0.047454908	-8.330000E-01
139	  0.047655310	4.991200E+01	  0.047655310	6.400000E-02	  0.047655310	-1.562000E+00	  0.047655310	-8.200000E-01
140	  0.047855709	4.985600E+01	  0.047855709	1.900000E-02	  0.047855709	-1.567000E+00	  0.047855709	-7.950000E-01
141	  0.048056111	4.977300E+01	  0.048056111	5.000000E-03	  0.048056111	-1.569000E+00	  0.048056111	-7.600000E-01
142	  0.048256513	4.968300E+01	  0.048256513	-1.600000E-02	  0.048256513	-1.572000E+00	  0.048256513	-7.130000E-01
143	  0.048456915	4.961600E+01	  0.048456915	-1.800000E-02	  0.048456915	-1.576000E+00	  0.048456915	-6.560000E-01
144	  0.048657313	4.951800E+01	  0.048657313	2.000000E-03	  0.048657313	-1.580000E+00	  0.048657313	-5.900000E-01
145	  0.048857715	4.943300E+01	  0.048857715	7.100000E-02	  0.048857715	-1.581000E+00	  0.048857715	-5.150000E-01
146	  0.049058117	4.935500E+01	  0.049058117	1.180000E-01	  0.049058117	-1.584000E+00	  0.049058117	-4.330000E-01
147	  0.049258515	4.931900E+01	  0.049258515	1.970000E-01	  0.049258515	-1.587000E+00	  0.049258515	-3.450000E-01
148	  0.049458917	4.926300E+01	  0.049458917	3.180000E-01	  0.049458917	-1.590000E+00	  0.049458917	-2.530000E-01
149	  0.049659319	4.924400E+01	  0.049659319	4.160000E-01	  0.049659319	-1.596000E+00	  0.049659319	-1.570000E-01
150	  0.049859721	4.925900E+01	  0.049859721	5.270000E-01	  0.049859721	-1.598000E+00	  0.049859721	-5.800000E-02
151	  0.050060119	4.928600E+01	  0.050060119	6.500000E-01	  0.050060119	-1.603000E+00	  0.050060119	4.000000E-02
152	  0.050260521	4.934200E+01	  0.050260521	7.640000E-01	  0.050260521	-1.606000E+00	  0.050260521	1.380000E-01
153	  0.050460923	4.943500E+01	  0.050460923	8.820000E-01	  0.050460923	-1.609000E+00	  0.050460923	2.350000E-01
154	  0.050661322	4.954700E+01	  0.050661322	9.790000E-01	  0.050661322	-1.613000E+00	  0.050661322	3.280000E-01
155	  0.050861724	4.966700E+01	  0.050861724	1.037000E+00	  0.050861724	-1.616000E+00	  0.050861724	4.160000E-01
156	  0.051062126	4.982600E+01	  0.051062126	1.070000E+00	  0.051062126	-1.620000E+00	  0.051062126	4.990000E-01
157	  0.051262524	4.998800E+01	  0.051262524	1.094000E+00	  0.051262524	-1.621000E+00	  0.051262524	5.740000E-01
158	  0.051462926	5.015000E+01	  0.051462926	1.074000E+00	  0.051462926	-1.623000E+00	  0.051462926	6.410000E-01
159	  0.051663328	5.031300E+01	  0.051663328	1.029000E+00	  0.051663328	-1.627000E+00	  0.051663328	6.990000E-01
160	  0.051863730	5.045500E+01	  0.051863730	9.190000E-01	  0.051863730	-1.630000E+00	  0.051863730	7.460000E-01
161	  0.052064128	5.060300E+01	  0.052064128	8.250000E-01	  0.052064128	-1.635000E+00	  0.052064128	7.830000E-01
162	  0.052264530	5.070000E+01	  0.052264530	6.670000E-01	  0.052264530	-1.639000E+00	  0.052264530	8.090000E-01
163	  0.052464932	5.078100E+01	  0.052464932	4.940000E-01	  0.052464932	-1.642000E+00	  0.052464932	8.240000E-01
164	  0.052665330	5.081700E+01	  0.052665330	3.150000E-01	  0.052665330	-1.645000E+00	  0.052665330	8.270000E-01
165	  0.052865732	5.082600E+01	  0.052865732	1.170000E-01	  0.052865732	-1.648000E+00	  0.052865732	8.180000E-01
166	  0.053066134	5.078300E+01	  0.053066134	-7.500000E-02	  0.053066134	-1.650000E+00	  0.053066134	7.970000E-01
167	  0.053266536	5.071300E+01	  0.053266536	-2.540000E-01	  0.053266536	-1.653000E+00	  0.053266536	7.650000E-01
168	  0.053466935	5.061500E+01	  0.053466935	-4.140000E-01	  0.053466935	-1.655000E+00	  0.053466935	7.220000E-01
169	  0.053667337	5.047700E+01	  0.053667337	-5.390000E-01	  0.053667337	-1.658000E+00	  0.053667337	6.690000E-01
170	  0.053867739	5.031500E+01	  0.053867739	-6.360000E-01	  0.053867739	-1.660000E+00	  0.053867739	6.070000E-01
171	  0.054068137	5.015000E+01	  0.054068137	-6.950000E-01	  0.054068137	-1.664000E+00	  0.054068137	5.360000E-01
172	  0.054268539	4.997400E+01	  0.054268539	-7.280000E-01	  0.054268539	-1.668000E+00	  0.054268539	4.570000E-01
173	  0.054468941	4.979600E+01	  0.054468941	-7.230000E-01	  0.054468941	-1.671000E+00	  0.054468941	3.720000E-01
174	  0.054669339	4.963800E+01	  0.054669339	-6.830000E-01	  0.054669339	-1.674000E+00	  0.054669339	2.820000E-01
175	  0.054869737	4.949200E+01	  0.054869737	-6.170000E-01	  0.054869737	-1.678000E+00	  0.054869737	1.880000E-01
176	  0.055070139	4.935600E+01	  0.055070139	-5.130000E-01	  0.055070139	-1.681000E+00	  0.055070139	9.100000E-02
177	  0.055270538	4.927000E+01	  0.055270538	-4.000000E-01	  0.055270538	-1.684000E+00	  0.055270538	-6.000000E-03
178	  0.055470940	4.919200E+01	  0.055470940	-2.750000E-01	  0.055470940	-1.687000E+00	  0.055470940	-1.050000E-01
179	  0.055671342	4.915900E+01	  0.055671342	-1.240000E-01	  0.055671342	-1.689000E+00	  0.055671342	-2.010000E-01
180	  0.055871744	4.915300E+01	  0.055871744	-1.700000E-02	  0.055871744	-1.692000E+00	  0.055871744	-2.940000E-01
181	  0.056072142	4.919700E+01	  0.056072142	9.900000E-02	  0.056072142	-1.696000E+00	  0.056072142	-3.840000E-01
182	  0.056272544	4.923400E+01	  0.056272544	2.040000E-01	  0.056272544	-1.699000E+00	  0.056272544	-4.670000E-01
183	  0.056472946	4.930600E+01	  0.056472946	2.810000E-01	  0.056472946	-1.704000E+00	  0.056472946	-5.440000E-01
184	  0.056673344	4.937500E+01	  0.056673344	3.340000E-01	  0.056673344	-1.708000E+00	  0.056673344	-6.130000E-01
185	  0.056873746	4.945400E+01	  0.056873746	3.470000E-01	  0.056873746	-1.711000E+00	  0.056873746	-6.730000E-01
186	  0.057074148	4.952800E+01	  0.057074148	3.630000E-01	  0.057074148	-1.714000E+00	  0.057074148	-7.240000E-01
187	  0.057274550	4.959400E+01	  0.057274550	3.320000E-01	  0.057274550	-1.716000E+00	  0.057274550	-7.650000E-01
188	  0.057474948	4.964500E+01	  0.057474948	2.870000E-01	  0.057474948	-1.720000E+00	  0.057474948	-7.940000E-01
189	  0.057675350	4.966500E+01	  0.057675350	2.260000E-01	  0.057675350	-1.722000E+00	  0.057675350	-8.130000E-01
190	  0.057875752	4.967000E+01	  0.057875752	1.600000E-01	  0.057875752	-1.724000E+00	  0.057875752	-8.190000E-01
191	  0.058076151	4.963900E+01	  0.058076151	9.300000E-02	  0.058076151	-1.727000E+00	  0.058076151	-8.140000E-01
192	  0.058276553	4.959400E+01	  0.058276553	4.300000E-02	  0.058276553	-1.730000E+00	  0.058276553	-7.980000E-01
193	  0.058476955	4.951400E+01	  0.058476955	-4.000000E-03	  0.058476955	-1.734000E+00	  0.058476955	-7.700000E-01
194	  0.058677353	4.941500E+01	  0.058677353	-2.700000E-02	  0.058677353	-1.740000E+00	  0.058677353	-7.310000E-01
195	  0.058877755	4.931400E+01	  0.058877755	-2.400000E-02	  0.058877755	-1.742000E+00	  0.058877755	-6.820000E-01
196	  0.059078157	4.918300E+01	  0.059078157	9.000000E-03	  0.059078157	-1.745000E+00	  0.059078157	-6.230000E-01
197	  0.059278559	4.907600E+01	  0.059278559	6.700000E-02	  0.059278559	-1.748000E+00	  0.059278559	-5.550000E-01
198	  0.059478957	4.895700E+01	  0.059478957	1.770000E-01	  0.059478957	-1.751000E+00	  0.059478957	-4.800000E-01
199	  0.059679359	4.887900E+01	  0.059679359	3.090000E-01	  0.059679359	-1.756000E+00	  0.059679359	-3.980000E-01
200	  0.059879761	4.880500E+01	  0.059879761	4.720000E-01	  0.059879761	-1.758000E+00	  0.059879761	-3.100000E-01
201	  0.060080159	4.875600E+01	  0.060080159	6.520000E-01	  0.060080159	-1.761000E+00	  0.060080159	-2.180000E-01
202	  0.060280561	4.876200E+01	  0.060280561	8.440000E-01	  0.060280561	-1.764000E+00	  0.060280561	-1.220000E-01
203	  0.060480963	4.880900E+01	  0.060480963	1.045000E+00	  0.060480963	-1.768000E+00	  0.060480963	-2.500000E-02
204	  0.060681365	4.886700E+01	  0.060681365	1.245000E+00	  0.060681365	-1.770000E+00	  0.060681365	7.100000E-02
205	  0.060881764	4.898800E+01	  0.060881764	1.446000E+00	  0.060881764	-1.775000E+00	  0.060881764	1.670000E-01
206	  0.061082166	4.913700E+01	  0.061082166	1.631000E+00	  0.061082166	-1.778000E+00	  0.061082166	2.600000E-01
207	  0.061282568	4.930800E+01	  0.061282568	1.786000E+00	  0.061282568	-1.782000E+00	  0.061282568	3.500000E-01
208	  0.061482966	4.953200E+01	  0.061482966	1.912000E+00	  0.061482966	-1.783000E+00	  0.061482966	4.350000E-01
209	  0.061683368	4.978300E+01	  0.061683368	2.002000E+00	  0.061683368	-1.787000E+00	  0.061683368	5.140000E-01
210	  0.061883770	5.003400E+01	  0.061883770	2.050000E+00	  0.061883770	-1.790000E+00	  0.061883770	5.850000E-01
211	  0.062084168	5.030500E+01	  0.062084168	2.038000E+00	  0.062084168	-1.793000E+00	  0.062084168	6.480000E-01
212	  0.062284570	5.057700E+01	  0.062284570	1.998000E+00	  0.062284570	-1.796000E+00	  0.062284570	7.010000E-01
213	  0.062484972	5.084000E+01	  0.062484972	1.898000E+00	  0.062484972	-1.790000E+00	  0.062484972	7.450000E-01
214	  0.062685370	5.108100E+01	  0.062685370	1.796000E+00	  0.062685370	-1.794000E+00	  0.062685370	7.780000E-01
215	  0.062885776	5.128400E+01	  0.062885776	1.604000E+00	  0.062885776	-1.796000E+00	  0.062885776	8.010000E-01
216	  0.063086174	5.146800E+01	  0.063086174	1.392000E+00	  0.063086174	-1.799000E+00	  0.063086174	8.110000E-01
217	  0.063286573	5.161500E+01	  0.063286573	1.158000E+00	  0.063286573	-1.803000E+00	  0.063286573	8.100000E-01
218	  0.063486971	5.171900E+01	  0.063486971	9.340000E-01	  0.063486971	-1.804000E+00	  0.063486971	7.980000E-01
219	  0.063687377	5.179300E+01	  0.063687377	6.920000E-01	  0.063687377	-1.808000E+00	  0.063687377	7.740000E-01
220	  0.063887775	5.178400E+01	  0.063887775	4.240000E-01	  0.063887775	-1.811000E+00	  0.063887775	7.400000E-01
221	  0.064088173	5.177800E+01	  0.064088173	1.850000E-01	  0.064088173	-1.815000E+00	  0.064088173	6.940000E-01
222	  0.064288579	5.173800E+01	  0.064288579	-4.300000E-02	  0.064288579	-1.817000E+00	  0.064288579	6.390000E-01
223	  0.064488977	5.164200E+01	  0.064488977	-2.660000E-01	  0.064488977	-1.820000E+00	  0.064488977	5.750000E-01
224	  0.064689375	5.153500E+01	  0.064689375	-4.180000E-01	  0.064689375	-1.821000E+00	  0.064689375	5.030000E-01
225	  0.064889781	5.139500E+01	  0.064889781	-5.800000E-01	  0.064889781	-1.824000E+00	  0.064889781	4.240000E-01
226	  0.065090179	5.126200E+01	  0.065090179	-7.140000E-01	  0.065090179	-1.828000E+00	  0.065090179	3.380000E-01
227	  0.065290578	5.110100E+01	  0.065290578	-8.010000E-01	  0.065290578	-1.830000E+00	  0.065290578	2.480000E-01
228	  0.065490983	5.095800E+01	  0.065490983	-8.730000E-01	  0.065490983	-1.833000E+00	  0.065490983	1.550000E-01
229	  0.065691382	5.082000E+01	  0.065691382	-9.050000E-01	  0.065691382	-1.835000E+00	  0.065691382	5.900000E-02
230	  0.065891780	5.064300E+01	  0.065891780	-9.210000E-01	  0.065891780	-1.838000E+00	  0.065891780	-3.600000E-02
231	  0.066092186	5.055900E+01	  0.066092186	-9.140000E-01	  0.066092186	-1.841000E+00	  0.066092186	-1.320000E-01
232	  0.066292584	5.044300E+01	  0.066292584	-9.080000E-01	  0.066292584	-1.843000E+00	  0.066292584	-2.260000E-01
233	  0.066492982	5.036600E+01	  0.066492982	-8.720000E-01	  0.066492982	-1.847000E+00	  0.066492982	-3.170000E-01
234	  0.066693388	5.027600E+01	  0.066693388	-8.460000E-01	  0.066693388	-1.849000E+00	  0.066693388	-4.030000E-01
235	  0.066893786	5.023500E+01	  0.066893786	-8.030000E-01	  0.066893786	-1.850000E+00	  0.066893786	-4.840000E-01
236	  0.067094192	5.016500E+01	  0.067094192	-7.560000E-01	  0.067094192	-1.854000E+00	  0.067094192	-5.570000E-01
237	  0.067294590	5.014800E+01	  0.067294590	-7.360000E-01	  0.067294590	-1.856000E+00	  0.067294590	-6.220000E-01
238	  0.067494988	5.010500E+01	  0.067494988	-7.220000E-01	  0.067494988	-1.860000E+00	  0.067494988	-6.790000E-01
239	  0.067695394	5.011400E+01	  0.067695394	-6.980000E-01	  0.067695394	-1.862000E+00	  0.067695394	-7.260000E-01
240	  0.067895792	5.007400E+01	  0.067895792	-6.940000E-01	  0.067895792	-1.865000E+00	  0.067895792	-7.620000E-01
241	  0.068096191	5.008800E+01	  0.068096191	-6.960000E-01	  0.068096191	-1.865000E+00	  0.068096191	-7.880000E-01
242	  0.068296596	5.005900E+01	  0.068296596	-6.850000E-01	  0.068296596	-1.870000E+00	  0.068296596	-8.020000E-01
243	  0.068496995	5.004400E+01	  0.068496995	-7.170000E-01	  0.068496995	-1.871000E+00	  0.068496995	-8.050000E-01
244	  0.068697393	5.002100E+01	  0.068697393	-7.260000E-01	  0.068697393	-1.874000E+00	  0.068697393	-7.970000E-01
245	  0.068897791	4.998800E+01	  0.068897791	-7.590000E-01	  0.068897791	-1.879000E+00	  0.068897791	-7.770000E-01
246	  0.069098189	4.993000E+01	  0.069098189	-7.700000E-01	  0.069098189	-1.881000E+00	  0.069098189	-7.460000E-01
247	  0.069298595	4.988600E+01	  0.069298595	-7.910000E-01	  0.069298595	-1.883000E+00	  0.069298595	-7.050000E-01
248	  0.069498993	4.984800E+01	  0.069498993	-7.940000E-01	  0.069498993	-1.886000E+00	  0.069498993	-6.540000E-01
249	  0.069699399	4.979700E+01	  0.069699399	-7.990000E-01	  0.069699399	-1.891000E+00	  0.069699399	-5.930000E-01
250	  0.069899797	4.973900E+01	  0.069899797	-7.850000E-01	  0.069899797	-1.893000E+00	  0.069899797	-5.240000E-01
251	  0.070100196	4.964900E+01	  0.070100196	-7.920000E-01	  0.070100196	-1.893000E+00	  0.070100196	-4.480000E-01
252	  0.070300601	4.957500E+01	  0.070300601	-7.630000E-01	  0.070300601	-1.897000E+00	  0.070300601	-3.660000E-01
253	  0.070501000	4.956800E+01	  0.070501000	-7.210000E-01	  0.070501000	-1.900000E+00	  0.070501000	-2.780000E-01
254	  0.070701398	4.950000E+01	  0.070701398	-6.720000E-01	  0.070701398	-1.902000E+00	  0.070701398	-1.860000E-01
255	  0.070901804	4.946000E+01	  0.070901804	-6.340000E-01	  0.070901804	-1.907000E+00	  0.070901804	-9.200000E-02
256	  0.071102202	4.942200E+01	  0.071102202	-5.790000E-01	  0.071102202	-1.909000E+00	  0.071102202	3.000000E-03
257	  0.071302600	4.941200E+01	  0.071302600	-5.080000E-01	  0.071302600	-1.912000E+00	  0.071302600	9.800000E-02
258	  0.071503006	4.939500E+01	  0.071503006	-4.580000E-01	  0.071503006	-1.914000E+00	  0.071503006	1.920000E-01
259	  0.071703404	4.940000E+01	  0.071703404	-3.880000E-01	  0.071703404	-1.917000E+00	  0.071703404	2.830000E-01
260	  0.071903802	4.941800E+01	  0.071903802	-3.360000E-01	  0.071903802	-1.920000E+00	  0.071903802	3.700000E-01
261	  0.072104208	4.941700E+01	  0.072104208	-3.060000E-01	  0.072104208	-1.922000E+00	  0.072104208	4.520000E-01
262	  0.072304606	4.944200E+01	  0.072304606	-2.570000E-01	  0.072304606	-1.925000E+00	  0.072304606	5.270000E-01
263	  0.072505005	4.948200E+01	  0.072505005	-2.380000E-01	  0.072505005	-1.927000E+00	  0.072505005	5.950000E-01
264	  0.072705410	4.953000E+01	  0.072705410	-2.200000E-01	  0.072705410	-1.931000E+00	  0.072705410	6.540000E-01
265	  0.072905809	4.955200E+01	  0.072905809	-2.040000E-01	  0.072905809	-1.933000E+00	  0.072905809	7.040000E-01
266	  0.073106214	4.959200E+01	  0.073106214	-2.120000E-01	  0.073106214	-1.935000E+00	  0.073106214	7.440000E-01
267	  0.073306613	4.963000E+01	  0.073306613	-2.250000E-01	  0.073306613	-1.938000E+00	  0.073306613	7.740000E-01
268	  0.073507011	4.965700E+01	  0.073507011	-2.400000E-01	  0.073507011	-1.941000E+00	  0.073507011	7.920000E-01
269	  0.073707417	4.967300E+01	  0.073707417	-2.910000E-01	  0.073707417	-1.945000E+00	  0.073707417	7.990000E-01
270	  0.073907815	4.967300E+01	  0.073907815	-3.190000E-01	  0.073907815	-1.948000E+00	  0.073907815	7.940000E-01
271	  0.074108213	4.967000E+01	  0.074108213	-3.510000E-01	  0.074108213	-1.951000E+00	  0.074108213	7.790000E-01
272	  0.074308619	4.966100E+01	  0.074308619	-3.840000E-01	  0.074308619	-1.954000E+00	  0.074308619	7.520000E-01
273	  0.074509017	4.963400E+01	  0.074509017	-4.090000E-01	  0.074509017	-1.956000E+00	  0.074509017	7.150000E-01
274	  0.074709415	4.958800E+01	  0.074709415	-4.310000E-01	  0.074709415	-1.957000E+00	  0.074709415	6.670000E-01
275	  0.074909821	4.955900E+01	  0.074909821	-4.530000E-01	  0.074909821	-1.960000E+00	  0.074909821	6.110000E-01
276	  0.075110219	4.950600E+01	  0.075110219	-4.520000E-01	  0.075110219	-1.962000E+00	  0.075110219	5.450000E-01
277	  0.075310618	4.948100E+01	  0.075310618	-4.460000E-01	  0.075310618	-1.964000E+00	  0.075310618	4.720000E-01
278	  0.075511023	4.941800E+01	  0.075511023	-4.350000E-01	  0.075511023	-1.967000E+00	  0.075511023	3.920000E-01
279	  0.075711422	4.940700E+01	  0.075711422	-4.160000E-01	  0.075711422	-1.969000E+00	  0.075711422	3.060000E-01
280	  0.075911827	4.937600E+01	  0.075911827	-3.860000E-01	  0.075911827	-1.972000E+00	  0.075911827	2.170000E-01
281	  0.076112226	4.935600E+01	  0.076112226	-3.590000E-01	  0.076112226	-1.975000E+00	  0.076112226	1.240000E-01
282	  0.076312624	4.932600E+01	  0.076312624	-3.200000E-01	  0.076312624	-1.978000E+00	  0.076312624	2.900000E-02
283	  0.076513030	4.934800E+01	  0.076513030	-2.840000E-01	  0.076513030	-1.981000E+00	  0.076513030	-6.400000E-02
284	  0.076713428	4.934000E+01	  0.076713428	-2.380000E-01	  0.076713428	-1.984000E+00	  0.076713428	-1.580000E-01
285	  0.076913826	4.934800E+01	  0.076913826	-2.190000E-01	  0.076913826	-1.987000E+00	  0.076913826	-2.500000E-01
286	  0.077114232	4.936400E+01	  0.077114232	-2.230000E-01	  0.077114232	-1.989000E+00	  0.077114232	-3.380000E-01
287	  0.077314630	4.938200E+01	  0.077314630	-1.880000E-01	  0.077314630	-1.992000E+00	  0.077314630	-4.210000E-01
288	  0.077515028	4.940900E+01	  0.077515028	-1.930000E-01	  0.077515028	-1.994000E+00	  0.077515028	-4.980000E-01
289	  0.077715434	4.943400E+01	  0.077715434	-2.150000E-01	  0.077715434	-1.996000E+00	  0.077715434	-5.680000E-01
290	  0.077915832	4.945700E+01	  0.077915832	-2.440000E-01	  0.077915832	-2.001000E+00	  0.077915832	-6.300000E-01
291	  0.078116231	4.948300E+01	  0.078116231	-2.740000E-01	  0.078116231	-2.003000E+00	  0.078116231	-6.820000E-01
292	  0.078316636	4.946900E+01	  0.078316636	-3.190000E-01	  0.078316636	-2.004000E+00	  0.078316636	-7.260000E-01
293	  0.078517035	4.945600E+01	  0.078517035	-3.690000E-01	  0.078517035	-2.009000E+00	  0.078517035	-7.580000E-01
294	  0.078717433	4.942800E+01	  0.078717433	-4.180000E-01	  0.078717433	-2.010000E+00	  0.078717433	-7.800000E-01
295	  0.078917839	4.937300E+01	  0.078917839	-4.700000E-01	  0.078917839	-2.013000E+00	  0.078917839	-7.910000E-01
296	  0.079118237	4.931500E+01	  0.079118237	-5.270000E-01	  0.079118237	-2.017000E+00	  0.079118237	-7.910000E-01
297	  0.079318643	4.924400E+01	  0.079318643	-5.560000E-01	  0.079318643	-2.019000E+00	  0.079318643	-7.790000E-01
298	  0.079519041	4.914500E+01	  0.079519041	-5.760000E-01	  0.079519041	-2.023000E+00	  0.079519041	-7.570000E-01
299	  0.079719439	4.902600E+01	  0.079719439	-5.850000E-01	  0.079719439	-2.025000E+00	  0.079719439	-7.230000E-01
300	  0.079919845	4.892000E+01	  0.079919845	-5.720000E-01	  0.079919845	-2.027000E+00	  0.079919845	-6.800000E-01
301	  0.080120243	4.880200E+01	  0.080120243	-5.340000E-01	  0.080120243	-2.031000E+00	  0.080120243	-6.260000E-01
302	  0.080320641	4.867900E+01	  0.080320641	-4.860000E-01	  0.080320641	-2.033000E+00	  0.080320641	-5.640000E-01
303	  0.080521047	4.855600E+01	  0.080521047	-3.800000E-01	  0.080521047	-2.036000E+00	  0.080521047	-4.940000E-01
304	  0.080721445	4.845600E+01	  0.080721445	-2.890000E-01	  0.080721445	-2.039000E+00	  0.080721445	-4.170000E-01
305	  0.080921844	4.836500E+01	  0.080921844	-1.500000E-01	  0.080921844	-2.041000E+00	  0.080921844	-3.340000E-01
306	  0.081122249	4.828000E+01	  0.081122249	-7.000000E-03	  0.081122249	-2.045000E+00	  0.081122249	-2.470000E-01
307	  0.081322648	4.824800E+01	  0.081322648	1.270000E-01	  0.081322648	-2.047000E+00	  0.081322648	-1.560000E-01
308	  0.081523046	4.820200E+01	  0.081523046	3.080000E-01	  0.081523046	-2.051000E+00	  0.081523046	-6.200000E-02
